No.;ClientName;TransactionType;Category1;Description;Price;ContractType;Surface;Area;Address;FormatedLivingArea;Rooms;Baths;Ages;PriceM2;FloorId;AdministrationPrice;Neighborhood;Stratum;Garages;Extras;Latitude;Longitude;Ascesor;Dep¢sito;ModifyDate;Link
150;SINERGIA Y SOLUCIONES SEGUROS LTDA;Venta;Apartamento;Hermoso Apartamento en Pasadena de 110 Mt2. Tiene: Sala-Comedor,  Cocina Integral,  3 Habitaciones,  2 Ba§os (1 Social y 1 de la Habitacion Principal),  Cocina y Terraza Interna. El conjunto tiene: Ascensor,  Vigilancia 24 Horas,  Salon Comunal y Parqueadero para Visitantes. Cercano a: Centro Comercial PuenteLargo,  Niza y Parque la Colina,  Carulla,  Exito y Diversas Clinicas. Cerca de importantes vias como: Autopista,  Av Suba,  Calle 100 y Calle 127..;450000000;Professional;110;110;Carrera 50  103;;3;2;16 a 30 a§os;4090909.09;5;670000;Pasadena;5;2;Interiores$Ba§o Auxiliar, Ba§o de Servicio, Calentador, Cit¢fono, Cocina Integral, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, En conjunto cerrado, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vista panor†mica|del Sector$Colegios / Universidades, Supermercados / C.Comerciales, Trans. P£blico cercano|#Apartamento#$Duplex;4.743340015;-74.0947876;1;FALSO;1/16/2021 11:35:00 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6013865.aspx
151;Luis Soto y CIA S.A;Venta;Apartamento;Se vende excelente apartamento en Pasadena,  iluminado,  60 mts,  2 alcobas con closet,  2 ba§os,  cocina integral,  sala comedor,  chimenea,  cuarto de servicio,  zona de lavander°a,  pisos en cer†mica,  ascensor,  con muy buena ubicaci¢n,  zona muy tranquila y segura,  cerca a supermercados,  zona bancaria,  vigilancia 24 horas..;320000000;Professional;60;60;Carrera 50 # 103B - 61 Apto 203 Edificio Sahambala;60,00 m2;2;2;16 a 30 a§os;5333333.33;0;375000;Pasadena;0;1;Interiores$Ba§o Auxiliar, Cit¢fono, Closet, Cocina Integral, Instalaci¢n de gas|Exteriores$Ascensor, En conjunto cerrado, Porter°a / Vigilancia, Vigilancia privada 24*7|del Sector$C¢modas vias de acceso, Parques cercanos, Trans. P£blico cercano, Zona Residencial;4.69299984;-74.06099701;1;FALSO;2/3/2021 2:03:28 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6058210.aspx
152;ana carolina molina villar;Venta;Apartamento;Es como una casa en un edificio toda vez que se trata de un apartamento duplex con †reas amplias e independientes Est† conformado por un balc¢n sala y comedor cuatro 4 habitaciones y cuatro 4 ba§os sumado a una bodega Cocina integral y zona de lavander°a cuarto de servicio con ba§o interno La habitaci¢n principal y el balc¢n tienen vista a los cerros TambiÇn cuenta con un altillo o guardilla muy ampl°o e iluminado Dos 2 garajes en l°nea y porter°a con vigilancia las 24 horas;585000000;Particular;120;120;Carrera 52 #106-83;;4;4;9 a 15 a§os;4875000;4;0;Pasadena;4;2;Interiores$Balc¢n, Ba§o Auxiliar, Cit¢fono, Cocina Integral, Cuarto de servicio, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Zona Infantil, Zonas Verdes|del Sector$Parques cercanos, Sobre v°a principal, Zona Residencial|#Apartamento#$Duplex;4.695881844;-74.06207275;0;VERDADERO;1/21/2021 2:53:28 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5999389.aspx
153;LEO BELTRAN;Venta;Apartamento;VENTA DIRECTA APTO DE 57 M2 en edificio de 1.5 a§os. En 5 piso exterior. Con una Habitaci¢n amplia e iluminada con vista a parque con closet doble y ba§o. Hall. Cocina integral abierta con comedor auxiliar. Star. Sala comedor,  Balc¢n,  ba§o social. Zona de lavander°a independiente. 1 garaje cubierto indep. CONJUNTO: Vigilancia 24 h. Gimnasio. Terraza BBQ,  Amplio sal¢n social. Zona juego ni§os. Ascensores. parqueo visitantes. Cerca a parques. F†cil acceso. Negociable.;390000000;Professional;57;57;calle 104 48 20;57,00 m2;1;2;1 a 8 a§os;6842105.26;5;290000;Pasadena;5;1;Interiores$Alarma, Balc¢n, Ba§o Auxiliar, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Comedor auxiliar, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Cuarto de Escoltas, En conjunto cerrado, Garaje(s), Jard°n, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Terraza, Vigilancia, Vista panor†mica, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.691901207;-74.05945587;1;VERDADERO;2/8/2021 6:04:35 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6057079.aspx
154;Yolima  Ortega;Venta;Apartamento;Hermoso apartamento segundo piso exterior iluminaci¢n natural dos balcones acabados modernos Zona tranquila y residencial v°a secundaria V°as cercanas calle 100 av suba calle 116 y auto norte;610000000;Particular;100;100;53 106;100,00 m2;3;3;1 a 8 a§os;6100000;0;484000;Pasadena;0;2;;4.695633888;-74.06253052;0;FALSO;2/3/2021 10:02:14 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-4865719.aspx
155;Remax One;Venta;Apartamento;Con excelente vista ,  este apartamento  con amplios espacios  linda vista por todos sus costados es una maravillosa alternativa , por ubicaci¢n y precio.  En su primer piso encontramos ,  sal¢n  con chimenea ,  comedor , balc¢n ,  cocina ,  cuarto y ba§o de servicio ,  ba§o social  y una habitaci¢n grande con ba§o y balc¢n. En el segundo piso esta el estar de Tv. o estudio ,  tres habitaciones  ,  la habitaci¢n  principal con linda vista y balc¢n ,  ba§o ,  closet de pared a pared .Dos parqueaderos , un deposito. El edificio cuenta con recepci¢n,   Sal¢n social con terraza y BBQ. Barrio residencial el barrio Pasadena colinda con el barrio el Estoril - con excelentes v°as de acceso ,  es una excelente alternativa por ubicaci¢n y accesibilidad y m£ltiple transporte . Cerca a la estaci¢n 100 de transmilenio,  Avenida  calle 100 ,  auto norte ,  avenida suba . Cerca a centros comerciales ,  supermercados ,  droguer°as ,  centro de negocios avenida 100 ,  world trade center..;840000000;Professional;169;169;Calle 110 # 45 - 22;138,00 m2;4;5;16 a 30 a§os;4970414.2;0;720000;Pasadena;0;2;Interiores$Cit¢fono, Cocina Integral, Comedor, Cuarto de Servicio, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Puerta de seguridad, Zona de BBQ, Zona de lavander°a|Exteriores$Ascensor, Bah°a exterior de parqueo, Porter°a / Vigilancia, Sal¢n Comunal, Vigilancia privada 24*7|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.688000202;-74.05799866;1;VERDADERO;2/2/2021 9:54:50 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6059673.aspx
156;Inmobiliaria LGC;Venta;Apartamento;LINDO APARTAMENTO EN PASADENA DE 82 MTS CON PARQUEADERO SALA COMEDOR COCINA INTEGRAL DOS ALCOBAS TRES BA•OS CUARTO DE  ESTUDIO U OFICINA ASCENSOR CERCA LA EXITO CARULLA AV. SUBA PUENTE LARGO PRECIO NEGOCIABLE.;380000000;Professional;82;82;calle 106 53-36;82,00 m2;2;2;9 a 15 a§os;4634146.34;4;300000;Pasadena;4;1;Interiores$Ba§o Auxiliar, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Porter°a / Recepci¢n, Vigilancia, Vivienda Multifamiliar|del Sector$Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.694874763;-74.06302643;0;VERDADERO;2/13/2021 3:23:54 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6060601.aspx
157;Consultores Inmobiliarios;Venta;Apartamento;Vendo Apto en Pasadena Exterior,  iluminacion y ventilacion natural,  tercer piso sin ascensor,  amplio,  bien distribuido,  cuenta con tres alcobas con closet,  dos ba§os uno en alcoba ppal y otro en el hall,  cocina integral cerrada,  zona de lavanderia,  garaje propio cubierto,  excelente edificacion. Ubicacion de lo mejor cerca calle 100,  Av Suba,  Autopista norte,  Av 19,  cerca almacenes de cadena,  clinicas,  Universidades, etc. mayor informacion y citas .;310000000;Professional;72;72;Pasadena;72,00 m2;3;2;M†s de 30 a§os;4305555.56;3;510000;Pasadena;3;1;Interiores$Ba§o Auxiliar, Ba§o Independiente, Cit¢fono, Closet, Cocina Equipada, Cocina Integral, Dep¢sito / Bodega, Hall de Alcobas, Zona de lavander°a|Exteriores$Acceso Pavimentado, Circuito cerrado de TV, Cochera, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia, Vista panor†mica, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691233158;-74.06129456;0;VERDADERO;1/30/2021 4:27:59 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6051157.aspx
158;Erika Dulcey;Venta;Apartamento;Ènico precio con esas caracter°sticas Apartamento duplex exterior iluminado y c†lido a cuatro cuadras de la Autopista Norte con calle 106 dos habitaciones dos ba§os completos y estudio amplio Balc¢n peque§o en alcoba principal Dep¢sito y Parqueadero No tiene ascensor y es quinto piso;298000000;Particular;72;72;Carrera 52 No 106;;2;2;;4138888.89;0;0;Pasadena;0;1;;4.695577145;-74.06198883;0;FALSO;1/24/2021 5:34:44 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5996321.aspx
159;Erika Dulcey;Venta;Apartamento;Oportunidad de precio en el sector con esas especificaciones Lindo apartamento duplex exterior iluminado 2alcobas 2 ba§os completos estudio amplio bonito A cuatro cuadras de la calle 106 con Autopista Norte Pisos en madera granadillo muy lindo y alcobas en alfombras nueva antialÇrgica Quinto piso sin ascensor;298000000;Particular;72;72;Carrera 52 No 106;;2;2;;4138888.89;0;0;Pasadena;0;1;Interiores$Balc¢n, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Estudio, Hall de Alcobas|Exteriores$Circuito cerrado de TV, Garaje(s), Porter°a / Recepci¢n, Terraza, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.695881844;-74.06207275;0;VERDADERO;2/9/2021 6:29:27 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5996263.aspx
160;RC Habitar Inmobiliario EU;Venta;Apartamento;Vendo apartamento en Pasadena,  dos habitaciones amplias,  estudio o tercera habitaci¢n,  dos ba§os,  cocina integral,  zona de lavander°a  excelente ubicaci¢n..;350000000;Professional;72;72;calle 113 55-42;;3;2;16 a 30 a§os;4861111.11;2;280000;Pasadena;2;2;Interiores$Calentador, Cit¢fono, Cocina Integral, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Porter°a / Recepci¢n, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano;4.697589874;-74.0658493;0;FALSO;1/9/2021 12:31:12 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5971943.aspx
161;ANGELO MARIN;Venta;Apartamento;Apto 120 m2 con azotea 30m2 soleada, interior, piso 2 con ascensor,  3 hab, remodelado, 2 parqueaderos, dep¢sito, vigilancia 24h, sector 4 estaciones de Transmilenio cerca, cerca bancos, Carulla, iglesia, body tech, parques de primera, excelente cultura ciudadana, cerca cll 100, autopista norte, suba, cll 116. Apto soleado, buena iluminaci¢n y silencioso. Cel 3 1 0- 801-76-73. Opci¢n ceder leasing BBVA interÇs 0,7/mes ahorre gastos de escrituraci¢n. ;499000000;Particular;120;120;Cr 50 No.103b-82;115,00 m2;3;3;16 a 30 a§os;4158333.33;2;420000;Pasadena;2;2;Interiores$Alarma, Calentador, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Instalaci¢n de gas, Patio, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Cancha de Squash, Circuito cerrado de TV, En conjunto cerrado, Garaje(s), Gimnasio, Parqueadero Visitantes, Porter°a / Recepci¢n, Sal¢n Comunal, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.692709923;-74.06095886;1;VERDADERO;1/13/2021 10:49:36 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5996224.aspx
162;Luque Ospina & Cia SAS;Venta;Apartamento;APARTAMENTO CON VISTA INTERIOR,  CERCA A CENTROS COMERCIALES Y ZONA BANCARIA,  BUENAS V÷AS DE ACCESO Y TRANSPORTE PÈBLICO..;300000000;Professional;50;50;Carrera 50 # 106 - 58 Apto 302;50,00 m2;2;2;16 a 30 a§os;6000000;3;257000;Pasadena;3;1;Interiores$Alarma, Calentador, Cit¢fono, Closet, Cocina Integral, Estudio, Hall de Alcobas, Piso en Baldosa /  M†rmol, Piso en Madera|Exteriores$Bah°a exterior de parqueo, Circuito cerrado de TV, En conjunto cerrado, Garaje Cubierto, Porter°a / Vigilancia|del Sector$µrea Urbana, C¢modas vias de acceso, Sobre v°a secundaria, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.695000172;-74.06199646;0;FALSO;2/15/2021 4:28:17 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6069210.aspx
163;G7 Inmobiliarios;Venta;Apartamento;Apto duplex en Pasadena 137m2 sin contar terrazas. 590, 000, 000 negociables.- 3 habitaciones-1 habitacion de servicio- 4 ba§os- Biblioteca - Cocina Integral- Sala comedor- Sala de estar- Cuarto sanalejo- Patio de ropas- Terraza exterior de 24m2- 2 parqueaderos en l°nea- 1 deposito El edificio es de 4 pisos- el apto queda en el primer piso- hay seguridad privada las 24hrs.   2. Piso del apartamento,  edad del edificio,  si es moderno o si el apartamento fue remodelado y cuando..;590000000;Professional;161;161;PASADENA;137,00 m2;3;4;16 a 30 a§os;3664596.27;2;700000;Pasadena;2;2;Interiores$Ba§o Auxiliar, Calentador, Chimenea, Cit¢fono, Cocina Integral, Cuarto de Servicio, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Patio, Piso en Baldosa /  M†rmol, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Terraza, Vigilancia, Vista panor†mica|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Zona Residencial|#Apartamento#$Duplex;0;0;1;VERDADERO;2/15/2021 10:01:02 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5990930.aspx
164;Maria Maria;Venta;Apartamento;Apartamento iluminado con excelentes acabados £ltimo piso d£plex estilo JaponÇs con luces automatizadas blackouts automatizados en habitaciones entrada al apartamento con huella biomÇtrica ventana habitaci¢n principal insonorizada el apartamento tiene dos parqueaderos en l°nea y el edificio tiene ascensor vigilancia;510000000;Particular;101;101;cr 50  104 b ;;4;3;16 a 30 a§os;5049504.95;5;475000;Pasadena;5;2;Interiores$Ba§o Auxiliar, Barra estilo americano, Calentador, Chimenea, Cit¢fono, Cocina Integral, Cocina tipo Americano, Cuarto de servicio, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Sal¢n Comunal, Vigilancia|del Sector$Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.693627834;-74.06253052;1;VERDADERO;1/31/2021 12:57:04 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5990157.aspx
165;Centuria Asesores Inmobiliarios SA;Venta;Apartamento;Apartamento ubicado en Pasadena,  de 56 m2,  Alcoba con vestier y ba§o,  ba§o social,  cocina abierta,  cuarto de ropas independiente,  sala comedor,  balcon en sala y alcoba,  1 garaje. El edificio cuenta con terraza,  salon social,  gimnasio. Excelente ubicacion,  cercano transmilenio,  zona residencial,  cercano a zona comercial .;355000000;Professional;56;56;Carrera 45 a #106 a;56,00 m2;1;2;1 a 8 a§os;6339285.71;3;335000;Pasadena;3;1;Interiores$Balc¢n, Ba§o Auxiliar, Ba§o Independiente, Barra estilo americano, Calentador, Cit¢fono, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Garaje / Parqueadero(s), Garaje(s), Gimnasio, Parqueadero Visitantes, Sal¢n Comunal, Terraza, Vigilancia, Zonas Verdes|del Sector$Zona Comercial, Zona Residencial;4.695339203;-74.05704498;0;FALSO;1/13/2021 4:02:31 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5696912.aspx
166;Casa 360;Venta;Apartamento;CODIGO: 3279FR046. En venta apartamento barrio Pasadena con muy buenos espacios e iluminaci¢n en todas sus †reas. 2 alcobas m†s estudio. Alcoba principal con ba§o. Ba§o para habitaciones y ba§o social. Sala-Comedor con chimenea. Amplia cocina integral con espacio para comedor auxiliar. Zona de ropas con techo corredizo. Remodelado hace 4 a§os el piso,  la cocina,  los ba§os,  tuber°a y redes elÇctricas. Dos garajes y dep¢sito. Shut de basuras. Estrato 5. AntigÅedad 20 a§os. Cerca de colegios,  parques,  zonas verdes,  juegos infantiles,  centros comerciales,  v°as de acceso y transporte p£blico. .;600000000;Professional;116;116;Calle 107 A # 54 - 65;110,00 m2;2;3;16 a 30 a§os;5172413.79;2;200000;Pasadena;2;2;Interiores$Ba§o Auxiliar, Ba§o Independiente, Calentador, Chimenea, Cit¢fono, Closet, Cocina Equipada, Cocina Integral, Comedor auxiliar, Dep¢sito / Bodega, Estudio, Hall de Alcobas, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Acceso Pavimentado, µrboles frutales, Canchas Deportivas, Cochera, Garaje / Parqueadero(s), Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Zona Infantil, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.696613789;-74.0642395;0;VERDADERO;1/19/2021 11:41:23 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6021116.aspx
167;Andres Oliveros;Venta;Apartamento;Ofrezco excelente oportunidad, apartamento para la venta de 50 mts distribuido en una alcoba, sala comedor, cocina integral, dos ba§os. µrea para la lavadora. Posee circuito cerrado de televisi¢n. Ascensor, chut de basuras. Terraza para barbiquiu.  Sal¢n social. Celadur°a las 24 horas. Bot¢n de p†nico.  Informes andres oliveros: trescientos uno seis treinta y ocho cincuenta y tres diez;350000000;Particular;50;50;cra 45a No 106 - 08;;1;2;9 a 15 a§os;7000000;3;0;Pasadena;3;0;;4.69251585;-74.06030273;0;FALSO;2/1/2021 8:55:49 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5984568.aspx
168;INMOBILIARIA WGR;Venta;Apartamento;Apartamento Pasadena a autopista norte  25 a§os de construido no cuenta con ascensor.;450000000;Professional;110;110;Cra 51 numero 103b 23;110,00 m2;3;2;16 a 30 a§os;4090909.09;5;530000;Pasadena;5;2;Interiores$Balc¢n, Calentador, Cit¢fono, Cocina Integral, Instalaci¢n de gas|Exteriores$Garaje(s), Porter°a / Recepci¢n, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.691361427;-74.0619278;0;FALSO;1/24/2021 5:20:42 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6033115.aspx
169;Mision Inmobiliaria & Zulma Sandoval Fincaraiz;Venta;Apartamento;Hermoso apartamento interior con excelente distribuci¢n,  2 habitaciones,  2 ba§os,  zona social en un solo ambiente,  cocina cerrada,  zona lavander°a,  1 parqueadero. edificio con ascensor,  cctv,  vigilancia 24 h. (Valor de administracion incluye servicio de gas ilimitado) ZJG-40 .;285000000;Professional;64;64;Carrera 51 # 106 - 86;64,00 m2;2;2;16 a 30 a§os;4453125;4;440000;Pasadena;4;1;Interiores$Ba§o Auxiliar, Ba§o Independiente, Calentador, Cocina Equipada, Cocina Integral, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Acceso Pavimentado, Ascensor, Circuito cerrado de TV, Cochera, En conjunto cerrado, Garaje / Parqueadero(s), Garaje(s), Porter°a / Recepci¢n, Vigilancia, Vivienda Multifamiliar, Zonas Verdes|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.695971966;-74.06118011;1;FALSO;1/23/2021 4:42:56 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6031530.aspx
170;Su Propiedad Inmobiliaria Asociados SAS;Venta;Apartamento;Apartamento para venta en Pasadena . Ubicado en exclusivo sector de la ciudad,  este apartamento cuenta con espacios abiertos cuenta con un hermoso dise§o y una linda vista a zonas verdes ,  la luz se destaca entre las virtudes del apartamento,  gracias a sus amplios ventanales que permitir†n disfrutarla durante todo el d°a. La ingresar encontraremos el †rea social amplia y c¢moda para compartir en familia , un pasillo separa el †rea social de la privada donde est†n las tres habitaciones muy amplias,  cada una con closet. el apartamento cuenta con dos parqueaderos y dep¢sito. Gran oportunidad! Cont†ctanos..;630000000;Professional;85;85;Calle 102 # 46 - 12 Apto 501 Edificio Rigel PH;85,00 m2;3;2;1 a 8 a§os;7411764.71;0;380000;Pasadena;0;2;Interiores$Balc¢n, Calentador, Chimenea, Cit¢fono, Cocina Integral, Dep¢sito / Bodega, Instalaci¢n de gas, Shut de basura, Zona de BBQ|Exteriores$Ascensor, En conjunto cerrado, Gimnasio, Parqueadero Visitantes, Porter°a / Vigilancia, Sal¢n Comunal, Vigilancia privada 24*7, Zona Infantil|del Sector$C¢modas vias de acceso, Sobre v°a secundaria, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.68900013;-74.06199646;1;VERDADERO;2/3/2021 3:28:03 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6004594.aspx
171;GRUPO INMOBILIARIO G15;Venta;Apartamento;60 mts2 2 alcobas 2 ba§os cocina moderna abierta Zona de ropas independiente 1 garage cubierto Chimenea Sin dep¢sito 7 a§os de construido Piso 2 exterior Estrato 5 Ascensor Vigilancia 24 horas Zonas comunes: areas comunales y de descanso en el ultimo piso Administraci¢n: 450 mil Precio venta:  355 millones.;355000000;Professional;60;60;Carrera 51 # 106 - 70;60,00 m2;2;2;1 a 8 a§os;5916666.67;2;450000;Pasadena;2;1;Interiores$Balc¢n, Ba§o Auxiliar, Chimenea, Closet, Cocina tipo Americano, Comedor auxiliar, Instalaci¢n de gas, Puerta de seguridad|del Sector$Colegios / Universidades, C¢modas vias de acceso, Parques cercanos, Sobre v°a secundaria, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial;4.696000099;-74.06099701;0;FALSO;1/17/2021 11:45:14 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6015232.aspx
172;Ascasas Ltda.;Venta;Apartamento;.;690000000;Professional;145;145;calle 106b  54 63;142,00 m2;3;3;16 a 30 a§os;4758620.69;5;661000;Pasadena;5;2;Interiores$Ba§o Auxiliar, Chimenea, Cocina Integral, Cuarto de Servicio, Dep¢sito / Bodega, Hall de Alcobas, Instalaci¢n de gas, Sauna / Turco / Jacuzzi, Zona de lavander°a|Exteriores$Ascensor, Porter°a / Recepci¢n, Vigilancia|del Sector$Colegios / Universidades, Parques cercanos, Sobre v°a principal, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Residencial|#Apartamento#$Duplex;4.695849895;-74.06452179;1;VERDADERO;1/23/2021 9:20:26 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-6032220.aspx
173;Diego Forex;Venta;Apartamento;Ofrezco en venta apartamento en Pasadena en 5to piso, con 56 m2 construidos. 2 alcobas, 2 ba§os, 1 estudio, cocina abierta con zona de lavanderia, Sala-comedor con chimenea 2 parqueaderos en l°nea y 1 dep¢sito. Edificio de 7 a§os con servicio de Ascensor, Vigilancia 24/7, CCTV, Citofon°a, 3 parqueaderos para visitantes y Terraza comunal. Info (310)(815)(3575);355000000;Particular;56;56;cl 106;56,00 m2;2;2;1 a 8 a§os;6339285.71;5;390000;Pasadena;5;2;Interiores$Ba§o Auxiliar, Barra estilo americano, Calentador, Cit¢fono, Cocina Integral, Cocina tipo Americano, Dep¢sito / Bodega, Estudio, Instalaci¢n de gas, Zona de lavander°a|Exteriores$Ascensor, Circuito cerrado de TV, Garaje(s), Parqueadero Visitantes, Porter°a / Recepci¢n, Terraza, Vigilancia, Vivienda Multifamiliar|del Sector$Colegios / Universidades, Parques cercanos, Supermercados / C.Comerciales, Trans. P£blico cercano, Zona Comercial, Zona Residencial;4.69388485;-74.057724;1;VERDADERO;12/31/2020 3:16:28 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5981779.aspx
174;rina  almeida burgos Almeida Burgos;Venta;Apartamento;Excelente apartamento de 3 habitaciones, ba§o con tina, sala comedor, cocina integral remodelada, estudio vista panor†mica a la ciudad, doble parqueadero, cerca encuentras centros comerciales, supermercado como Carulla tres elefantes, autopista norte calle 106, excelentes acabados, pisos en madera y marmol.;380000000;Particular;90;90;calle 103B49b-42;90,00 m2;3;2;16 a 30 a§os;4222222.22;4;200000;Pasadena;4;2;;4.691404343;-74.0616684;0;FALSO;12/30/2020 4:24:42 PM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5980509.aspx
175;Silvia Gallego;Venta;Apartamento;Precio negociable, excelente opci¢n;265000000;Particular;50;50;Cra 52 196-68;;2;2;16 a 30 a§os;5300000;2;210000;Pasadena;2;1;;0;0;0;FALSO;12/30/2020 1:25:14 AM;https://www.fincaraiz.com.co/apartamento-en-venta/bogota/pasadena-det-5979904.aspx
